timestamp,location_id,location_name,vibration_x,vibration_y,vibration_z,strain,tilt,crack_width_mm,health_score,prediction_window,defect_type,scenario,traffic_condition,weather_condition,ambient_temp_c
2025-12-07T14:10:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0217,0.0348,0.1256,47.33,0.035,0.0,95,None (Safe),None,normal,Heavy Congestion,Hazy,27.5
2025-12-07T14:12:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0567,0.0446,0.0122,109.21,0.256,0.0,100,None (Safe),None,normal,Moderate,Clear,25.6
2025-12-07T14:14:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0769,0.0415,0.0458,90.05,-0.114,0.0,99,None (Safe),None,normal,Moderate,Partly Cloudy,22.7
2025-12-07T14:16:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0623,0.0709,0.117,97.85,-0.194,0.0,95,None (Safe),None,normal,Moderate,Partly Cloudy,27.9
2025-12-07T14:18:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0673,0.0548,0.0455,50.23,0.31,0.0,99,None (Safe),None,normal,Moderate,Clear,27.0
2025-12-07T14:20:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0114,0.0171,0.0879,49.43,-0.05,0.0,98,None (Safe),None,normal,Moderate,Clear,26.3
2025-12-07T14:22:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0099,0.052,0.087,23.91,0.42,0.0,92,None (Safe),None,normal,Moderate,Clear,26.8
2025-12-07T14:24:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0695,0.074,0.1096,92.42,-0.288,0.0,92,None (Safe),None,normal,Moderate,Clear,23.3
2025-12-07T14:26:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0712,0.0023,0.1068,70.17,-0.066,0.0,91,None (Safe),None,normal,Moderate,Clear,22.1
2025-12-07T14:28:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.5635,0.4818,0.6713,768.3,3.159,3.87,40,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Partly Cloudy,25.0
2025-12-07T14:30:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0238,0.0735,0.0429,91.89,0.429,0.0,100,None (Safe),None,normal,Moderate,Partly Cloudy,24.2
2025-12-07T14:32:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0631,0.0228,0.1196,119.64,0.05,0.0,92,None (Safe),None,normal,Moderate,Partly Cloudy,25.5
2025-12-07T14:34:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.026,0.0544,0.0237,20.47,0.233,0.0,90,None (Safe),None,normal,Moderate,Hazy,24.5
2025-12-07T14:36:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0656,0.023,0.0561,116.49,-0.121,0.0,91,None (Safe),None,normal,Moderate,Clear,27.5
2025-12-07T14:38:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0538,0.0343,0.0229,21.7,0.147,0.0,95,None (Safe),None,normal,Moderate,Hazy,24.6
2025-12-07T14:40:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0715,0.0755,0.1481,20.21,-0.053,0.0,95,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,26.3
2025-12-07T14:42:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0222,0.0499,0.0159,99.97,-0.133,0.0,98,None (Safe),None,normal,Moderate,Hazy,26.9
2025-12-07T14:44:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0448,0.0309,0.1116,93.4,-0.095,0.0,96,None (Safe),None,normal,Moderate,Clear,24.5
2025-12-07T14:46:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0451,0.0421,0.0989,35.38,0.029,0.0,100,None (Safe),None,normal,Moderate,Partly Cloudy,25.2
2025-12-07T14:48:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0034,0.0644,0.07,67.19,0.344,0.0,99,None (Safe),None,normal,Moderate,Clear,26.7
2025-12-07T14:50:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.011,0.0755,0.0286,134.55,0.264,0.0,95,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,22.1
2025-12-07T14:52:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0158,0.0022,0.1469,91.93,-0.494,0.0,99,None (Safe),None,normal,Heavy Congestion,Hazy,25.5
2025-12-07T14:54:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0295,0.0413,0.146,35.31,-0.013,0.0,94,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,27.6
2025-12-07T14:56:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0156,0.0069,0.0859,123.64,0.145,0.0,92,None (Safe),None,normal,Heavy Congestion,Clear,24.9
2025-12-07T14:58:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0119,0.022,0.0328,98.41,-0.022,0.0,98,None (Safe),None,normal,Moderate,Clear,26.3
2025-12-07T15:00:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0797,0.0708,0.1109,67.64,0.416,0.0,91,None (Safe),None,normal,Moderate,Partly Cloudy,22.3
2025-12-07T15:02:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0668,0.0046,0.0709,85.75,-0.497,0.0,99,None (Safe),None,normal,Moderate,Clear,26.1
2025-12-07T15:04:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0464,0.0751,0.017,102.18,-0.28,0.0,95,None (Safe),None,normal,Moderate,Clear,25.0
2025-12-07T15:06:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0117,0.068,0.0758,43.09,-0.337,0.0,98,None (Safe),None,normal,Moderate,Clear,24.8
2025-12-07T15:08:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0421,0.0757,0.1244,43.76,0.189,0.0,97,None (Safe),None,normal,Heavy Congestion,Clear,22.0
2025-12-07T15:10:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0754,0.0438,0.1404,120.42,-0.494,0.0,91,None (Safe),None,normal,Heavy Congestion,Clear,28.0
2025-12-07T15:12:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0605,0.0057,0.0263,68.33,-0.499,0.0,92,None (Safe),None,normal,Moderate,Partly Cloudy,27.7
2025-12-07T15:14:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0259,0.0348,0.1147,25.67,-0.137,0.0,97,None (Safe),None,normal,Moderate,Partly Cloudy,27.9
2025-12-07T15:16:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0375,0.065,0.0931,108.46,-0.495,0.0,97,None (Safe),None,normal,Moderate,Clear,22.8
2025-12-07T15:18:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0257,0.0572,0.1079,49.51,0.146,0.0,99,None (Safe),None,normal,Moderate,Partly Cloudy,27.3
2025-12-07T15:20:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0694,0.0336,0.0284,53.42,0.457,0.0,91,None (Safe),None,normal,Moderate,Partly Cloudy,25.6
2025-12-07T15:22:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0417,0.0122,0.0764,124.62,0.311,0.0,91,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,27.8
2025-12-07T15:24:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0131,0.0622,0.103,72.43,0.185,0.0,91,None (Safe),None,normal,Moderate,Clear,22.2
2025-12-07T15:26:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0635,0.0294,0.0458,119.31,0.324,0.0,95,None (Safe),None,normal,Moderate,Hazy,23.3
2025-12-07T15:28:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0691,0.0783,0.071,116.89,-0.052,0.0,99,None (Safe),None,normal,Moderate,Clear,24.5
2025-12-07T15:30:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0408,0.0442,0.1455,61.33,-0.272,0.0,100,None (Safe),None,normal,Heavy Congestion,Hazy,27.3
2025-12-07T15:32:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0047,0.0274,0.0724,77.76,-0.223,0.0,90,None (Safe),None,normal,Moderate,Clear,24.4
2025-12-07T15:34:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0298,0.0324,0.0388,43.76,0.325,0.0,99,None (Safe),None,normal,Low,Clear,25.7
2025-12-07T15:36:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.1106,0.5328,0.3512,609.64,4.97,4.72,43,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Clear,27.4
2025-12-07T15:38:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0411,0.0316,0.0941,109.27,-0.358,0.0,94,None (Safe),None,normal,Moderate,Clear,28.0
2025-12-07T15:40:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0565,0.0143,0.0133,113.22,-0.129,0.0,93,None (Safe),None,normal,Moderate,Clear,26.1
2025-12-07T15:42:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.015,0.0011,0.0216,37.58,-0.062,0.0,95,None (Safe),None,normal,Low,Clear,26.2
2025-12-07T15:44:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0018,0.0689,0.1163,110.95,-0.449,0.0,95,None (Safe),None,normal,Moderate,Hazy,24.1
2025-12-07T15:46:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0726,0.0284,0.1217,109.23,0.088,0.0,97,None (Safe),None,normal,Heavy Congestion,Hazy,27.2
2025-12-07T15:48:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0045,0.0669,0.024,77.58,-0.309,0.0,92,None (Safe),None,normal,Moderate,Clear,24.0
2025-12-07T15:50:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0597,0.0543,0.1001,138.75,0.166,0.0,91,None (Safe),None,normal,Heavy Congestion,Clear,22.3
2025-12-07T15:52:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.2357,0.2989,0.6189,671.14,4.692,2.51,43,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Partly Cloudy,23.7
2025-12-07T15:54:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.041,0.0562,0.1164,28.37,0.043,0.0,100,None (Safe),None,normal,Moderate,Clear,27.3
2025-12-07T15:56:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0276,0.0496,0.1349,144.78,-0.141,0.0,93,None (Safe),None,normal,Heavy Congestion,Hazy,27.7
2025-12-07T15:58:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0316,0.0036,0.0671,83.3,0.441,0.0,90,None (Safe),None,normal,Moderate,Clear,24.0
2025-12-07T16:00:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0728,0.0443,0.0203,70.29,-0.061,0.0,94,None (Safe),None,normal,Moderate,Clear,23.4
2025-12-07T16:02:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.1702,0.7206,0.2916,667.85,4.545,3.95,49,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Patchy Rain,27.2
2025-12-07T16:04:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.032,0.0372,0.1162,130.05,-0.166,0.0,90,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,25.2
2025-12-07T16:06:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0178,0.031,0.0457,136.85,-0.316,0.0,91,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,25.0
2025-12-07T16:08:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0158,0.0758,0.1083,39.43,0.289,0.0,94,None (Safe),None,normal,Moderate,Partly Cloudy,21.1
2025-12-07T16:10:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0035,0.0041,0.1353,74.83,0.177,0.0,95,None (Safe),None,normal,Heavy Congestion,Patchy Rain,20.4
2025-12-07T16:12:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.021,0.0021,0.1341,35.16,-0.116,0.0,97,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,23.3
2025-12-07T16:14:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0718,0.0274,0.1465,138.57,-0.166,0.0,99,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,23.7
2025-12-07T16:16:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.069,0.0079,0.0931,97.17,-0.077,0.0,92,None (Safe),None,normal,Moderate,Clear,22.7
2025-12-07T16:18:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.054,0.0707,0.1216,135.02,-0.359,0.0,95,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,25.7
2025-12-07T16:20:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0376,0.0029,0.0934,20.14,-0.055,0.0,91,None (Safe),None,normal,Moderate,Partly Cloudy,20.5
2025-12-07T16:22:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0015,0.0159,0.1081,41.87,0.147,0.0,99,None (Safe),None,normal,Moderate,Patchy Rain,21.4
2025-12-07T16:24:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0424,0.0108,0.0902,83.55,-0.496,0.0,95,None (Safe),None,normal,Moderate,Clear,20.4
2025-12-07T16:26:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0355,0.0433,0.0565,91.58,0.23,0.0,95,None (Safe),None,normal,Moderate,Partly Cloudy,20.6
2025-12-07T16:28:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0566,0.0084,0.0878,25.78,-0.45,0.0,95,None (Safe),None,normal,Moderate,Partly Cloudy,24.1
2025-12-07T16:30:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0487,0.0181,0.0866,68.81,0.443,0.0,98,None (Safe),None,normal,Moderate,Clear,23.2
2025-12-07T16:32:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0228,0.077,0.0535,26.94,-0.404,0.0,98,None (Safe),None,normal,Moderate,Clear,25.4
2025-12-07T16:34:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0445,0.0496,0.0851,101.29,0.339,0.0,93,None (Safe),None,normal,Moderate,Partly Cloudy,21.0
2025-12-07T16:36:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.023,0.079,0.1017,115.05,0.425,0.0,98,None (Safe),None,normal,Moderate,Partly Cloudy,20.4
2025-12-07T16:38:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0294,0.0486,0.0375,21.33,-0.373,0.0,100,None (Safe),None,normal,Moderate,Clear,22.5
2025-12-07T16:40:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.005,0.075,0.1074,48.47,-0.369,0.0,97,None (Safe),None,normal,Moderate,Partly Cloudy,20.2
2025-12-07T16:42:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0305,0.0163,0.1358,118.71,0.003,0.0,96,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,24.2
2025-12-07T16:44:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0012,0.0788,0.018,112.98,0.095,0.0,97,None (Safe),None,normal,Moderate,Partly Cloudy,22.4
2025-12-07T16:46:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0493,0.0187,0.1175,108.89,0.152,0.0,99,None (Safe),None,normal,Moderate,Patchy Rain,22.4
2025-12-07T16:48:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.049,0.069,0.0323,117.38,0.031,0.0,91,None (Safe),None,normal,Moderate,Partly Cloudy,22.8
2025-12-07T16:50:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0596,0.0659,0.0194,70.32,-0.338,0.0,99,None (Safe),None,normal,Moderate,Clear,21.6
2025-12-07T16:52:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0021,0.0054,0.0668,135.02,0.469,0.0,96,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,25.6
2025-12-07T16:54:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0714,0.0313,0.1081,140.88,-0.416,0.0,98,None (Safe),None,normal,Heavy Congestion,Patchy Rain,22.8
2025-12-07T16:56:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0237,0.0613,0.0457,105.28,-0.059,0.0,96,None (Safe),None,normal,Moderate,Partly Cloudy,22.2
2025-12-07T16:58:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0159,0.0188,0.0684,21.11,0.147,0.0,96,None (Safe),None,normal,Moderate,Patchy Rain,24.1
2025-12-07T17:00:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.1646,0.2928,0.2455,675.75,3.233,4.8,44,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Patchy Rain,22.2
2025-12-07T17:02:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0547,0.0682,0.0991,144.14,0.034,0.0,97,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,24.2
2025-12-07T17:04:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0745,0.0127,0.0436,60.45,0.321,0.0,91,None (Safe),None,normal,Moderate,Patchy Rain,25.7
2025-12-07T17:06:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0278,0.0199,0.0288,145.54,0.489,0.0,97,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,24.1
2025-12-07T17:08:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0196,0.0204,0.1429,143.42,-0.465,0.0,93,None (Safe),None,normal,Heavy Congestion,Patchy Rain,25.3
2025-12-07T17:10:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.5975,0.3463,0.4535,854.72,4.748,4.19,58,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Patchy Rain,26.0
2025-12-07T17:12:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0792,0.058,0.142,139.1,-0.164,0.0,93,None (Safe),None,normal,Heavy Congestion,Patchy Rain,22.4
2025-12-07T17:14:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0224,0.0315,0.1119,121.0,-0.118,0.0,91,None (Safe),None,normal,Heavy Congestion,Patchy Rain,22.6
2025-12-07T17:16:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0027,0.0561,0.0111,63.17,0.339,0.0,99,None (Safe),None,normal,Moderate,Partly Cloudy,20.8
2025-12-07T17:18:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0325,0.0123,0.1201,68.26,-0.119,0.0,94,None (Safe),None,normal,Heavy Congestion,Clear,23.0
2025-12-07T17:20:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0697,0.0228,0.0435,121.0,0.089,0.0,91,None (Safe),None,normal,Heavy Congestion,Patchy Rain,20.7
2025-12-07T17:22:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0537,0.0219,0.0862,45.4,0.293,0.0,92,None (Safe),None,normal,Moderate,Patchy Rain,20.7
2025-12-07T17:24:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0578,0.0054,0.0893,48.6,0.27,0.0,93,None (Safe),None,normal,Moderate,Partly Cloudy,21.8
2025-12-07T17:26:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.4622,0.3365,0.2586,926.17,2.238,3.87,63,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Patchy Rain,21.2
2025-12-07T17:28:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.778,0.2811,0.7326,751.53,4.718,3.65,65,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Partly Cloudy,21.7
2025-12-07T17:30:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0139,0.0522,0.1242,23.29,0.029,0.0,95,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,20.3
2025-12-07T17:32:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0466,0.0326,0.0553,44.48,-0.032,0.0,91,None (Safe),None,normal,Moderate,Partly Cloudy,21.3
2025-12-07T17:34:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0563,0.0654,0.1239,141.22,-0.437,0.0,95,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,23.9
2025-12-07T17:36:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.013,0.0687,0.0349,36.64,-0.191,0.0,95,None (Safe),None,normal,Moderate,Patchy Rain,23.9
2025-12-07T17:38:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0774,0.0557,0.0273,139.4,0.263,0.0,98,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,20.7
2025-12-07T17:40:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0106,0.0309,0.0584,112.19,0.018,0.0,96,None (Safe),None,normal,Moderate,Patchy Rain,23.0
2025-12-07T17:42:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.6963,0.6445,0.3736,851.7,4.899,4.57,51,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Partly Cloudy,23.6
2025-12-07T17:44:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0558,0.0654,0.0418,100.07,0.394,0.0,99,None (Safe),None,normal,Moderate,Partly Cloudy,25.5
2025-12-07T17:46:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0664,0.0628,0.0411,66.03,-0.371,0.0,96,None (Safe),None,normal,Moderate,Clear,21.7
2025-12-07T17:48:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0727,0.0445,0.0743,86.49,-0.111,0.0,97,None (Safe),None,normal,Moderate,Partly Cloudy,22.1
2025-12-07T17:50:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0168,0.004,0.012,36.21,-0.104,0.0,95,None (Safe),None,normal,Low,Clear,24.6
2025-12-07T17:52:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0509,0.0154,0.0225,131.67,0.166,0.0,100,None (Safe),None,normal,Heavy Congestion,Clear,21.3
2025-12-07T17:54:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0168,0.036,0.0468,38.87,0.48,0.0,93,None (Safe),None,normal,Moderate,Partly Cloudy,23.2
2025-12-07T17:56:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0023,0.0094,0.095,52.99,-0.346,0.0,98,None (Safe),None,normal,Moderate,Partly Cloudy,20.8
2025-12-07T17:58:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0509,0.0155,0.1128,65.99,-0.443,0.0,92,None (Safe),None,normal,Moderate,Clear,20.9
2025-12-07T18:00:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0049,0.0318,0.1266,102.61,0.222,0.0,93,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,26.0
2025-12-07T18:02:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.4341,0.1553,0.3036,769.95,2.946,3.9,67,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Partly Cloudy,23.2
2025-12-07T18:04:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0531,0.0184,0.064,72.17,-0.443,0.0,94,None (Safe),None,normal,Moderate,Patchy Rain,23.9
2025-12-07T18:06:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0315,0.0258,0.0488,81.9,-0.138,0.0,94,None (Safe),None,normal,Moderate,Patchy Rain,23.4
2025-12-07T18:08:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0348,0.0579,0.0201,93.61,0.418,0.0,95,None (Safe),None,normal,Moderate,Patchy Rain,25.6
2025-12-07T18:10:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.058,0.0478,0.0396,61.74,0.047,0.0,95,None (Safe),None,normal,Moderate,Patchy Rain,20.1
2025-12-07T18:12:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.021,0.0353,0.0322,21.94,0.123,0.0,100,None (Safe),None,normal,Low,Patchy Rain,22.9
2025-12-07T18:14:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0753,0.0462,0.1153,75.9,0.447,0.0,96,None (Safe),None,normal,Moderate,Partly Cloudy,24.4
2025-12-07T18:16:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0423,0.018,0.0331,83.77,-0.016,0.0,91,None (Safe),None,normal,Moderate,Partly Cloudy,23.9
2025-12-07T18:18:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.0032,0.0768,0.1074,145.3,0.035,0.0,97,None (Safe),None,normal,Heavy Congestion,Patchy Rain,20.8
2025-12-07T18:20:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0753,0.0551,0.136,110.78,-0.191,0.0,91,None (Safe),None,normal,Heavy Congestion,Clear,22.1
2025-12-07T18:22:00,BLR_HB_04,"Hebbal Flyover, Airport Road Junction",0.0541,0.0631,0.0992,43.62,-0.375,0.0,90,None (Safe),None,normal,Moderate,Partly Cloudy,22.0
2025-12-07T18:24:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.4301,0.3523,0.7956,797.06,3.368,3.21,69,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Clear,20.4
2025-12-07T18:26:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.3649,0.3026,0.5825,752.34,3.203,3.62,58,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Partly Cloudy,20.0
2025-12-07T18:28:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0315,0.0285,0.1067,24.39,0.358,0.0,90,None (Safe),None,normal,Moderate,Partly Cloudy,25.3
2025-12-07T18:30:00,BLR_EC_02,"Ecospace Flyover, Outer Ring Road",0.6122,0.782,0.5173,815.76,4.889,2.7,54,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Patchy Rain,22.7
2025-12-07T18:32:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0186,0.0173,0.1073,97.16,0.219,0.0,92,None (Safe),None,normal,Moderate,Partly Cloudy,23.9
2025-12-07T18:34:00,BLR_SB_01,"Silk Board Flyover, Bangalore",0.0173,0.0247,0.1482,130.93,0.114,0.0,98,None (Safe),None,normal,Heavy Congestion,Partly Cloudy,21.0
2025-12-07T18:36:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0285,0.0233,0.102,52.24,0.472,0.0,94,None (Safe),None,normal,Moderate,Patchy Rain,25.0
2025-12-07T18:38:00,BLR_MYS_03,"Mysore Road Flyover, Nayandahalli",0.0068,0.0718,0.0957,71.42,0.428,0.0,99,None (Safe),None,normal,Moderate,Partly Cloudy,24.5
2025-12-07T18:40:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0228,0.0366,0.0417,134.52,0.377,0.0,94,None (Safe),None,normal,Heavy Congestion,Patchy Rain,21.5
2025-12-07T18:42:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.4404,0.1724,0.6199,853.24,2.656,4.17,58,45-60 days,Early-stage Rebar Corrosion,critical,Heavy Congestion,Partly Cloudy,21.0
2025-12-07T18:44:00,BLR_ORR_05,"KR Puram Cable Bridge, ORR",0.0135,0.0774,0.1497,118.83,-0.054,0.0,90,None (Safe),None,normal,Heavy Congestion,Patchy Rain,23.5
